SENTENCE;LAW
ve ikinci fıkralarda belirtilen talepler , tescilli tasarımın yayımlandığı tarihten veya tescilsiz tasarımın kamuya sunulduğu tarihten itibaren üç yıl içinde ileri sürülmemesi halinde düşer .;FİKRİ SINAİ KANUNU
gerçek hak sahibi olmayan kişinin kötüniyetli olması halinde hak düşürücü süre uygulanmaz .;FİKRİ SINAİ KANUNU
madde hükmüne göre açılan dava ve davada ileri sürülen talepler , dava sonunda verilen kesin hüküm veya davayı herhangi bir şekilde sona erdiren bütün diğer haller talep üzerine sicile kaydedilerek Bültende yayımlanır ve sicile kaydedildiği tarih itibarıyla iyiniyetli üçüncü kişilere karşı hüküm ve sonuç doğurur .;FİKRİ SINAİ KANUNU
devam ederken başvurunun tescil edilmesi durumunda başvurunun gaspı davası , tasarımın gaspı davasına dönüşür .;FİKRİ SINAİ KANUNU
sahipliğinin 71 inci madde hükmüne göre değişmesi halinde , bu değişikliğin sicile kaydedilmesiyle üçüncü kişilerin o tasarımla ilgili tüm hakları sona erer .;FİKRİ SINAİ KANUNU
hak sahibi olmadığı sonradan anlaşılan kişi veya bu kişiyle lisans sözleşmesi yapan kişi , gerçek hak sahibinin sicile kaydedildiği tarihten önce tasarımı kullanmaya başlamışsa ya da kullanım için ciddi hazırlıklar yapmışsa , gerçek hak sahibinden inhisari olmayan bir lisans verilmesini iki ay içinde talep edebilir .;FİKRİ SINAİ KANUNU
süre , gerçek tasarım sahibinin sicile kaydedildiğinin Kurum tarafından ilgililere bildirildiği tarihten itibaren başlar .;FİKRİ SINAİ KANUNU
hak sahibi olmadığı sonradan anlaşılan kişi veya bu kişiden lisans alan , kullanıma başladığı ya da kullanım için ciddi hazırlıklar yaptığı sırada kötüniyetli ise ikinci fıkra hükmü uygulanmaz .;FİKRİ SINAİ KANUNU
özel sözleşmeden veya işin mahiyetinden aksi anlaşılmadıkça çalışanların bir işletmede yükümlü olduğu faaliyeti gereği gerçekleştirdiği ya da büyük ölçüde işletmenin deneyim ve çalışmalarına dayanarak iş ilişkisi sırasında yaptığı tasarımların hak sahibi , işverenleridir .;FİKRİ SINAİ KANUNU
bulunduğu işyerindeki genel faaliyet konusu bilgi ve araçlardan faydalanmak suretiyle birinci fıkra kapsamı dışında yaptığı tasarımların hak sahibi , talep edilmesi halinde işverenleridir .;FİKRİ SINAİ KANUNU
tasarımlarına ilişkin hükümler öğrenciler ve ücretsiz olarak belirli bir süreye bağlı olmaksızın hizmet gören stajyerlerin tasarımları ile 4/11/1981 tarihli ve 2547 sayılı Yükseköğretim Kanununun 3 üncü maddesinin birinci fıkrasının bendinde belirtilen öğretim elemanlarının bilimsel çalışmalar veya araştırmalar sonucunda gerçekleştirdiği tasarımlar hakkında da uygulanır .;FİKRİ SINAİ KANUNU
ilişkisi dışında kalan iş görme sözleşmeleri çerçevesinde yapılan tasarımlarda hak sahibi , taraflar arasında akdedilen sözleşme hükümleri çerçevesinde belirlenir .;FİKRİ SINAİ KANUNU
73 üncü maddenin ikinci fıkrası kapsamında yapmış olduğu tasarımın önemi dikkate alınarak tespit edilecek bir bedel isteme hakkı vardır .;FİKRİ SINAİ KANUNU
bu bedel konusunda anlaşamadıkları takdirde söz konusu bedel mahkeme tarafından tespit edilir .;FİKRİ SINAİ KANUNU
üncü maddenin üçüncü fıkrası kapsamında öğretim elemanlarınca gerçekleştirilen tasarımlardan elde edilen gelirin yükseköğretim kurumu ve tasarımcı arasındaki paylaşımı tasarımcıya gelirin en az yarısı verilecek şekilde ilgili yükseköğretim kurumunun yönetim kurulunca belirlenir .;FİKRİ SINAİ KANUNU
hakkı , lisans sözleşmesine konu olabilir .;FİKRİ SINAİ KANUNU
olmayan lisans sözleşmelerinde , lisans veren tasarımı kendi kullanabileceği gibi üçüncü kişilere de başka lisanslar verebilir .;FİKRİ SINAİ KANUNU
lisans sözleşmelerinde , lisans veren başkasına lisans veremez ve hakkını açıkça saklı tutmadıkça kendisi de tasarımı kullanamaz .;FİKRİ SINAİ KANUNU
aksi kararlaştırılmamışsa lisans hakkını alan kişi , lisans süresince tasarımın kullanılmasına ilişkin her türlü tasarrufta bulunabilir .;FİKRİ SINAİ KANUNU
takdirde tasarım sahibi , tasarımdan doğan haklarını lisans alana karşı ileri sürebilir .;FİKRİ SINAİ KANUNU
veya tescilden doğan tasarım hakkını devreden ya da lisans veren kişinin bu işlemleri yapmaya yetkili olmadığının sonradan anlaşılması halinde söz konusu kişi , bu durumdan ilgililere karşı sorumlu olur .;FİKRİ SINAİ KANUNU
başvurusunun geri çekilmesi , reddedilmesi , tasarım tescilinin iptaline veya hükümsüzlüğüne karar verilmiş olması hallerinde tarafların , hakkı devreden veya lisans veren bakımından daha kapsamlı bir sorumluluğu sözleşmeyle öngörmemiş olmaları halinde 79 uncu madde hükümleri uygulanır .;FİKRİ SINAİ KANUNU
madde hükmünden doğan tazminatı talep etme süresi , sorumluluk davasına dayanak olan mahkeme kararının kesinleşme tarihinde başlar .;FİKRİ SINAİ KANUNU
hallerde tasarımın hükümsüz sayılmasına mahkeme tarafından karar verilir : 55 inci maddenin birinci ve ikinci fıkralarında yer alan tanımlara uygun olmadığı , 56 ncı ve 57 nci maddelerde belirtilen şartları taşımadığı , 58 inci maddenin dördüncü fıkrası ve 64 üncü maddenin altıncı fıkrasının bendi kapsamında olduğu , başvurunun kötüniyetle yapıldığı ve bir fikri mülkiyet hakkının yetkisiz kullanımını içerdiği ispat edilmişse .;FİKRİ SINAİ KANUNU
sahipliğinin başka kişiye veya kişilere ait olduğu ispat edilmişse .;FİKRİ SINAİ KANUNU
kamuya açıklanan aynı veya benzer nitelikteki bir tasarımın başvuru tarihi , tescilli bir tasarımın başvuru tarihinden önce ise .;FİKRİ SINAİ KANUNU
üncü maddenin altıncı fıkrasının ve bentleri ile fikri mülkiyet haklarının yetkisiz kullanımı gerekçesiyle tasarımın bir kısmına ilişkin hükümsüzlük talebinin kabul edilmesi halinde , o kısmın tescili hükümsüz kılınır .;FİKRİ SINAİ KANUNU
hükümsüzlük sonucunda tescilin devamı için , kalan kısmın koruma şartlarını sağlaması ve tasarım kimliğini muhafaza etmesi şarttır .;FİKRİ SINAİ KANUNU
hükümsüzlüğü , ikinci fıkrada sayılan haller dışında menfaati olanlar tarafından istenebilir .;FİKRİ SINAİ KANUNU
"hükümsüzlüğü , 77 nci maddenin birinci fıkrasının bendine göre sadece önceki hak sahibi ; 70 inci ve 73 üncü maddelere göre ise ancak tasarım hakkına sahip kişiler tarafından ileri sürülebilir .";FİKRİ SINAİ KANUNU
hükümsüzlüğüne ilişkin olarak koruma süresince veya tasarım hakkının sona ermesini izleyen beş yıl içinde dava açılabilir .;FİKRİ SINAİ KANUNU
davası , dava tarihinde sicilde tasarım sahibi olarak kayıtlı kişiye karşı açılır .;FİKRİ SINAİ KANUNU
üzerinde sicilde hak sahibi olarak görülen kişilerin davaya katılabilmelerini sağlamak için ayrıca bu kişilere bildirim yapılır .;FİKRİ SINAİ KANUNU
tasarımlarda hükümsüzlük davası , hak sahibi olduğunu iddia eden kişiye karşı açılır .;FİKRİ SINAİ KANUNU
hükümsüzlüğüne ilişkin karar geçmişe etkili olup , tasarıma bu Kanunla sağlanan koruma hiç doğmamış sayılır .;FİKRİ SINAİ KANUNU
sahibinin ağır ihmali veya kötüniyetli hareket etmesinden zarar görenlerin tazminat talepleri saklı kalmak üzere , hükümsüzlüğün geçmişe dönük etkisi aşağıdaki durumları etkilemez : Hükümsüzlüğe karar verilmeden önce tasarımın sağladığı haklara tecavüz nedeniyle verilen kesinleşmiş ve uygulanmış kararlar .;FİKRİ SINAİ KANUNU
karar verilmeden önce yapılmış ve uygulanmış sözleşmeler .;FİKRİ SINAİ KANUNU
kararının kesinleşmesinden sonra mahkeme bu kararı Kuruma resen gönderir .;FİKRİ SINAİ KANUNU
kılınan tasarım , Kurum tarafından sicilden terkin edilir ve Bültende yayımlanır .;FİKRİ SINAİ KANUNU
"hakkı ; Koruma süresinin dolması veya tescilin yenilenmemesi , Hak sahibinin hakkından vazgeçmesi , sebeplerinden birinin gerçekleşmesi ile sona erer .";FİKRİ SINAİ KANUNU
veya tescil sahibi , tasarım hakkından tamamen veya kısmen vazgeçebilir .;FİKRİ SINAİ KANUNU
sicile kayıt tarihi itibarıyla hüküm doğurur ve Bültende yayımlanır .;FİKRİ SINAİ KANUNU
kayıtlı hak ve lisans sahiplerinin izni olmadıkça , tasarım sahibi bu hakkından vazgeçemez .;FİKRİ SINAİ KANUNU
üzerinde , üçüncü bir kişi tarafından hak sahipliği iddia edilmiş ve bu hususta alınan tedbir kararı sicile kaydedilmişse , bu kişinin izni olmadıkça , tasarımdan doğan haklardan vazgeçilemez .;FİKRİ SINAİ KANUNU
belirtilen fiiller tasarım hakkına tecavüz sayılır : Tasarım sahibinin izni olmaksızın bu Kanun hükümlerine göre koruma kapsamındaki bir tasarımın kullanıldığı veya uygulandığı ürünün aynısını veya genel izlenim itibarıyla ayırt edilemeyecek kadar benzerini üretmek , piyasaya sunmak , satmak , sözleşme yapmak için öneride bulunmak , ticari amaçla kullanmak veya bu amaçlarla bulundurmak , başka bir şekilde ticaret alanına çıkarmak , ithal işlemine tabi tutmak .;FİKRİ SINAİ KANUNU
sahibi tarafından lisans yoluyla verilmiş hakları izinsiz genişletmek veya bu hakları üçüncü kişilere devretmek .;FİKRİ SINAİ KANUNU
65 inci maddeye göre tescil edilerek yayımlandığı takdirde , tescil sahibi , tasarım hakkına yönelik olarak bu maddede sayılan tecavüzlerden dolayı hukuk davası açma hakkına sahiptir .;FİKRİ SINAİ KANUNU
eden , başvurudan ve kapsamından haberdar edilmişse başvurunun yayımlanmış olmasına bakılmaz .;FİKRİ SINAİ KANUNU
edenin kötüniyetli olduğuna mahkeme tarafından hükmolunursa yayımdan önce de tecavüzün varlığı kabul edilir .;FİKRİ SINAİ KANUNU
kapsamındaki tasarımın tescilli olduğuna ilişkin kaydın ürün , ambalaj veya fatura üzerine konulmamış olması , bu maddede sayılan fiilleri tasarım hakkına tecavüz olmaktan çıkarmaz .;FİKRİ SINAİ KANUNU
tasarımlar için , tasarım 57 nci maddeye göre kamuya sunulduğu takdirde , hak sahibi , tasarım hakkına yönelik ihlallerden dolayı dava açmaya yetkilidir .;FİKRİ SINAİ KANUNU
her alanındaki buluşlara yeni olması , buluş basamağı içermesi ve sanayiye uygulanabilir olması şartıyla patent verilir .;FİKRİ SINAİ KANUNU
belirtilenler buluş niteliğinde sayılmaz .;FİKRİ SINAİ KANUNU
başvurusu veya patentin aşağıda belirtilen konu veya faaliyetlerle ilgili olması halinde , sadece bu konu veya faaliyetlerin kendisi patentlenebilirliğin dışında kalır : Keşifler , bilimsel teoriler ve matematiksel yöntemler .;FİKRİ SINAİ KANUNU
faaliyetler , iş faaliyetleri veya oyunlara ilişkin plan , kural ve yöntemler .;FİKRİ SINAİ KANUNU
niteliği bulunan mahsuller , edebiyat ve sanat eserleri ile bilim eserleri .;FİKRİ SINAİ KANUNU
belirtilen buluşlara patent verilmez : Kamu düzenine veya genel ahlaka aykırı olan buluşlar .;FİKRİ SINAİ KANUNU
işlemler veya bu işlemler sonucu elde edilen ürünler hariç olmak üzere , bitki çeşitleri veya hayvan ırkları ile bitki veya hayvan üretimine yönelik esas olarak biyolojik işlemler .;FİKRİ SINAİ KANUNU
veya hayvan vücuduna uygulanacak teşhis yöntemleri ile cerrahi yöntemler dahil tüm tedavi yöntemleri .;FİKRİ SINAİ KANUNU
ve gelişiminin çeşitli aşamalarında insan bedeni ve bir gen dizisi veya kısmi gen dizisi de dahil olmak üzere insan bedeninin öğelerinden birinin sadece keşfi .;FİKRİ SINAİ KANUNU
klonlama işlemleri , insan eşey hattının genetik kimliğini değiştirme işlemleri , insan embriyosunun sınai ya da ticari amaçlarla kullanılması , insan ya da hayvanlara önemli bir tıbbi fayda sağlamaksızın hayvanlara acı çektirebilecek genetik kimlik değiştirme işlemleri ve bu işlemler sonucu elde edilen hayvanlar .;FİKRİ SINAİ KANUNU
fıkranın bendi kapsamında buluşun ticari kullanımının sadece mevzuatla yasaklanmış olması , bu kullanımın kamu düzenine veya genel ahlaka aykırı olduğu anlamına gelmez .;FİKRİ SINAİ KANUNU
"fıkranın bendinde belirtilen mikrobiyolojik işlem , mikrobiyolojik materyal içeren , mikrobiyolojik bir materyalle gerçekleştirilen veya sonucunda mikrobiyolojik materyal oluşan herhangi bir işlemi ; esas olarak biyolojik işlem , melezleme ya da seleksiyon gibi tamamen doğal bir olaydan oluşan bitki veya hayvan üretim usulünü ifade eder .";FİKRİ SINAİ KANUNU
fıkranın bendinde yer alan hüküm , aynı bentte sayılan yöntemlerin herhangi birinde kullanılan ürünler , özellikle madde ve terkipler hakkında uygulanmaz .;FİKRİ SINAİ KANUNU
bilinen durumuna dahil olmayan buluşun yeni olduğu kabul edilir .;FİKRİ SINAİ KANUNU
bilinen durumu , başvuru tarihinden önce dünyanın herhangi bir yerinde , yazılı veya sözlü tanıtım yoluyla ortaya konulmuş veya kullanım ya da başka herhangi bir biçimde açıklanmış olan toplumca erişilebilir her şeyi kapsar .;FİKRİ SINAİ KANUNU
tarihinde veya bu tarihten sonra yayımlanmış olan ve başvuru tarihinden önceki tarihli ulusal patent ve faydalı model başvurularının ilk içerikleri tekniğin bilinen durumu olarak dikkate alınır .;FİKRİ SINAİ KANUNU
hüküm , 5/1/1996 tarihli ve 96/7772 sayılı Bakanlar Kurulu Kararı ile katılmamız kararlaştırılan Patent İşbirliği Antlaşması uyarınca yapılan uluslararası patent başvurularından , Patent İşbirliği Antlaşmasının 22 nci ve 39 uncu maddelerine göre yönetmelikte belirtilen şartlara uygun olarak ulusal aşamaya giriş yapan patent ve faydalı model başvurularını , 7/6/2000 tarihli ve 2000/842 sayılı Bakanlar Kurulu Kararı ile katılmamız kararlaştırılan Avrupa Patentlerinin Verilmesi ile İlgili Avrupa Patent Sözleşmesinin 153 üncü maddesinin beşinci fıkrasındaki gereklilikleri sağlayan , uluslararası başvuruya dayanan Avrupa patent başvurularını ve Avrupa Patent Sözleşmesinin 79 uncu maddesinin ikinci fıkrasına göre Türkiye‚Äônin belirlendiği ve ilgili belirleme ücretinin ödendiği Avrupa patent başvurularını , da kapsar .;FİKRİ SINAİ KANUNU
bilinen durumu dikkate alındığında , ilgili olduğu teknik alandaki uzmana göre aşikar olmayan buluşun , buluş basamağı içerdiği kabul edilir .;FİKRİ SINAİ KANUNU
fıkra uyarınca tekniğin bilinen durumu olarak dikkate alınan başvuruların ve belgelerin içerikleri , buluş basamağının değerlendirilmesinde dikkate alınmaz .;FİKRİ SINAİ KANUNU
tarım dahil sanayinin herhangi bir dalında üretilebilir veya kullanılabilir nitelikteyse , sanayiye uygulanabilir olduğu kabul edilir .;FİKRİ SINAİ KANUNU
patent veya faydalı model verilmesini etkileyecek nitelikte olmakla birlikte , başvuru tarihinden önceki on iki ay içinde veya rüçhan hakkı talep edilmişse rüçhan hakkı tarihinden önceki on iki ay içinde ve aşağıda sayılan durumlarda açıklama yapılmış olması buluşa patent veya faydalı model verilmesini etkilemez : Açıklamanın buluşu yapan tarafından yapılmış olması .;FİKRİ SINAİ KANUNU
"patent başvurusu yapılan bir merci tarafından yapılmış olması ve bu merci tarafından açıklanan bilginin ; Buluşu yapanın başka bir başvurusunda yer alması ve söz konusu başvurunun ilgili merci tarafından açıklanmaması gerektiği halde açıklanması .";FİKRİ SINAİ KANUNU
yapandan doğrudan doğruya veya dolaylı olarak bilgiyi edinmiş olan üçüncü bir kişi tarafından , buluşu yapanın bilgisi veya izni olmadan yapılan başvuruda yer alması .;FİKRİ SINAİ KANUNU
buluşu yapandan doğrudan doğruya veya dolaylı olarak bilgi elde eden üçüncü kişi tarafından yapılmış olması .;FİKRİ SINAİ KANUNU
fıkraya göre , başvurunun yapıldığı tarihte patent veya faydalı model isteme hakkına sahip olan her kişi buluşu yapan sayılır .;FİKRİ SINAİ KANUNU
fıkranın uygulanmasından doğan sonuçlar , süreyle sınırlı değildir ve her zaman ileri sürülebilir .;FİKRİ SINAİ KANUNU
fıkranın uygulanması gerektiğini ileri süren taraf , şartların gerçekleştiğini veya gerçekleşmesinin beklendiğini ispatla yükümlüdür .;FİKRİ SINAİ KANUNU
sahibi , buluşun yeri , teknoloji alanı ve ürünlerin ithal veya yerli üretim olup olmadığı konusunda herhangi bir ayrım yapmaksızın patent hakkından yararlanır .;FİKRİ SINAİ KANUNU
